DEPT,GR,CAL,RESDEEP,RESMED,NPHI,RHOB,PE,TOC,VCLAY,VOTZ,VOTZ,VCLC,VPYR,VOM,BVH,BVWF,BVWI,Sw,OIP,SUM OIP,Electrofacies
4525.50,2.48,1.95,1069.41,1555.97,0.20,2.00,5.06,0.06,1.00,0.77,0.13,0.54,0.06,0.02,0.17,0.14,0.06,0.38,0.12,41.01,0.00
4526.00,37.96,6.92,169.53,826.86,0.07,2.55,0.13,0.04,1.00,0.73,0.28,0.79,0.04,0.05,0.28,0.01,0.02,0.96,0.03,22.06,0.82
4526.50,49.00,13.13,1294.71,819.50,0.31,2.67,8.80,0.10,1.00,0.75,0.14,0.48,0.09,0.09,0.22,0.07,0.07,0.35,0.14,40.36,0.41
4527.00,136.19,11.59,1637.18,1440.44,0.28,1.96,4.69,0.01,1.00,0.60,0.35,0.50,0.08,0.03,0.33,0.07,0.04,0.08,0.10,25.73,0.87
4527.50,23.85,8.07,1730.01,1892.25,0.39,2.19,6.97,0.06,1.00,0.69,0.30,0.13,0.01,0.02,0.25,0.04,0.05,0.53,0.20,44.34,0.96
4528.00,113.37,1.41,970.30,752.82,0.07,1.98,4.72,0.02,1.00,0.67,0.25,0.43,0.02,0.04,0.07,0.09,0.09,0.55,0.02,30.44,0.84
4528.50,79.55,11.10,125.10,550.88,0.36,2.10,8.13,0.00,1.00,0.67,0.54,0.38,0.06,0.08,0.30,0.07,0.03,0.56,0.21,21.55,0.51
4529.00,31.57,14.89,1682.36,819.94,-0.04,2.21,2.44,0.01,1.00,0.72,0.56,0.76,0.01,0.08,0.36,0.10,0.10,0.25,0.12,0.80,0.06
4529.50,59.20,6.79,995.96,975.70,-0.11,2.64,1.12,0.06,1.00,0.74,0.17,0.43,0.06,0.09,0.03,0.06,0.06,0.21,0.16,39.72,0.25
4530.00,64.33,2.87,1591.21,1416.96,0.04,2.45,3.80,0.04,1.00,0.65,0.13,0.58,0.01,0.07,0.03,0.02,0.01,0.25,0.11,42.44,0.55
4530.50,135.67,7.58,1783.57,1289.53,0.17,2.47,0.01,0.01,1.00,0.77,0.59,0.29,0.04,0.02,0.32,0.06,0.10,0.98,0.05,30.02,0.96
4531.00,85.12,4.41,1203.10,1067.99,-0.11,2.29,5.83,0.02,1.00,0.64,0.21,0.70,0.02,0.04,0.25,0.03,0.02,0.45,0.11,14.50,0.71
4531.50,105.91,10.11,242.40,454.85,0.05,2.46,9.76,0.10,1.00,0.71,0.45,0.10,0.05,0.03,0.39,0.01,0.10,0.71,0.10,1.66,0.15
4532.00,28.19,12.12,449.90,13.55,-0.11,2.35,2.32,0.09,1.00,0.70,0.31,0.78,0.01,0.04,0.19,0.02,0.09,0.09,0.19,33.40,0.30
4532.50,99.65,7.70,490.83,1500.22,0.00,2.23,0.93,0.05,1.00,0.64,0.27,0.19,0.00,0.04,0.31,0.07,0.01,0.31,0.11,25.57,0.94
4533.00,7.40,8.30,518.46,795.13,0.04,2.55,5.97,0.07,1.00,0.78,0.33,0.79,0.07,0.01,0.23,0.03,0.08,0.92,0.21,33.43,0.23
4533.50,52.71,6.36,1528.57,1549.30,-0.01,2.89,0.72,0.07,1.00,0.68,0.42,0.30,0.04,0.08,0.26,0.16,0.05,0.07,0.02,14.46,0.74
4534.00,35.39,1.38,1806.26,115.30,-0.07,2.91,1.81,0.07,1.00,0.61,0.38,0.53,0.04,0.07,0.17,0.13,0.07,0.77,0.21,7.33,0.03
4534.50,16.80,11.53,588.83,1547.90,-0.11,2.83,7.37,0.02,1.00,0.77,0.37,0.17,0.09,0.07,0.23,0.19,0.09,0.92,0.12,14.22,0.86
4535.00,91.98,1.54,90.59,421.55,0.36,2.40,1.51,0.08,1.00,0.74,0.34,0.55,0.07,0.08,0.15,0.03,0.09,0.99,0.18,19.14,0.98
4535.50,138.98,12.75,1640.82,261.22,-0.01,2.83,7.62,0.09,1.00,0.64,0.22,0.28,0.03,0.00,0.22,0.05,0.01,0.66,0.12,32.45,0.97
4536.00,135.36,0.02,1729.41,558.22,0.36,2.46,1.41,0.06,1.00,0.80,0.51,0.62,0.03,0.03,0.20,0.09,0.00,0.82,0.06,6.38,0.48
4536.50,104.89,14.98,1841.07,937.73,0.06,2.67,3.62,0.02,1.00,0.65,0.25,0.59,0.06,0.05,0.14,0.10,0.07,0.89,0.07,34.37,0.32
4537.00,106.01,3.91,883.07,969.31,0.01,2.84,4.85,0.06,1.00,0.65,0.35,0.55,0.04,0.04,0.04,0.12,0.06,0.31,0.20,9.16,0.47
4537.50,1.90,0.56,169.96,627.09,0.44,2.76,0.82,0.07,1.00,0.69,0.12,0.18,0.01,0.09,0.26,0.17,0.09,0.70,0.08,18.03,0.11
4538.00,5.69,9.24,1333.57,164.46,-0.05,2.51,9.53,0.01,1.00,0.65,0.48,0.13,0.00,0.09,0.04,0.10,0.08,0.51,0.25,28.93,0.88
4538.50,125.99,6.60,1758.63,1519.42,0.27,2.00,5.02,0.02,1.00,0.60,0.42,0.66,0.08,0.07,0.10,0.05,0.07,0.62,0.19,12.91,0.45
4539.00,13.11,6.91,1265.77,548.35,0.08,1.98,7.58,0.02,1.00,0.70,0.50,0.44,0.07,0.08,0.29,0.06,0.01,0.43,0.25,27.77,0.03
4539.50,126.69,4.32,150.57,1105.95,-0.09,2.45,9.90,0.02,1.00,0.61,0.35,0.47,0.07,0.02,0.04,0.10,0.08,0.55,0.11,29.74,0.46
4540.00,67.91,4.95,130.89,1670.83,0.31,2.51,0.19,0.02,1.00,0.68,0.53,0.52,0.05,0.09,0.38,0.05,0.09,0.67,0.04,10.61,0.96
4540.50,1.64,9.30,712.00,481.91,0.29,2.82,1.94,0.01,1.00,0.74,0.41,0.17,0.09,0.06,0.29,0.14,0.05,0.26,0.08,38.28,0.20
4541.00,118.75,2.32,1296.88,1140.54,0.12,2.42,0.02,0.01,1.00,0.67,0.57,0.66,0.04,0.09,0.26,0.13,0.03,0.80,0.08,23.16,0.28
4541.50,26.47,10.35,168.82,1632.99,0.27,2.21,5.75,0.06,1.00,0.70,0.11,0.41,0.02,0.10,0.06,0.16,0.09,0.05,0.14,29.56,0.69
4542.00,93.04,5.98,1219.32,1536.29,0.34,2.44,9.52,0.10,1.00,0.62,0.30,0.22,0.03,0.06,0.32,0.14,0.06,0.55,0.08,29.19,0.97
4542.50,67.27,1.97,521.91,1818.79,0.10,2.33,2.66,0.03,1.00,0.61,0.56,0.67,0.01,0.09,0.21,0.19,0.03,0.68,0.01,49.94,0.31
4543.00,39.01,13.35,1250.13,1251.18,0.42,2.75,7.01,0.09,1.00,0.79,0.15,0.53,0.01,0.05,0.09,0.08,0.08,0.11,0.22,7.87,0.61
4543.50,148.39,14.14,342.41,337.21,0.31,2.05,5.37,0.05,1.00,0.67,0.13,0.56,0.04,0.01,0.03,0.13,0.02,0.62,0.21,1.38,0.01
4544.00,65.44,14.46,1627.27,426.08,0.45,2.63,2.33,0.09,1.00,0.69,0.12,0.54,0.09,0.07,0.04,0.05,0.07,0.56,0.23,34.23,0.73
4544.50,37.99,8.51,660.52,1781.02,0.31,2.13,8.68,0.02,1.00,0.64,0.50,0.29,0.10,0.03,0.19,0.15,0.03,0.72,0.17,24.36,0.02
4545.00,68.37,15.48,1964.61,537.68,0.28,2.22,7.66,0.03,1.00,0.71,0.57,0.41,0.08,0.02,0.26,0.08,0.07,0.23,0.04,4.46,0.66
4545.50,33.57,7.96,951.29,1909.98,0.26,2.95,3.28,0.03,1.00,0.79,0.21,0.66,0.04,0.08,0.08,0.04,0.05,0.29,0.01,17.94,0.79
4546.00,118.32,4.75,80.54,570.62,0.02,2.07,8.57,0.04,1.00,0.76,0.12,0.27,0.03,0.09,0.23,0.11,0.07,0.62,0.11,12.30,0.84
4546.50,20.58,12.09,322.46,128.49,0.34,2.78,4.13,0.08,1.00,0.69,0.50,0.64,0.04,0.05,0.38,0.03,0.02,0.67,0.03,8.53,0.75
4547.00,128.25,1.04,1893.79,805.46,0.14,2.66,3.91,0.06,1.00,0.71,0.49,0.56,0.03,0.03,0.25,0.14,0.06,0.41,0.01,0.28,0.37
4547.50,124.21,13.34,1287.09,1701.67,0.32,2.14,4.93,0.08,1.00,0.67,0.16,0.22,0.08,0.01,0.10,0.06,0.06,0.96,0.18,40.12,0.24
4548.00,123.53,2.70,1311.46,1929.07,0.11,2.67,5.96,0.06,1.00,0.69,0.41,0.12,0.06,0.10,0.14,0.08,0.02,0.74,0.14,10.55,0.51
4548.50,130.73,12.26,102.53,830.25,0.11,2.71,4.12,0.00,1.00,0.79,0.11,0.40,0.05,0.01,0.07,0.06,0.03,0.08,0.19,7.34,0.41
4549.00,77.10,13.11,1625.03,366.76,0.26,2.75,6.78,0.09,1.00,0.62,0.29,0.15,0.04,0.06,0.02,0.02,0.00,0.86,0.17,42.67,0.16
4549.50,141.71,3.68,754.83,838.04,-0.07,2.14,2.84,0.06,1.00,0.66,0.31,0.29,0.04,0.06,0.05,0.06,0.01,0.57,0.12,18.58,0.29
4550.00,11.57,15.75,440.26,1557.86,0.37,2.52,6.08,0.02,1.00,0.60,0.51,0.60,0.00,0.02,0.19,0.05,0.05,0.35,0.24,16.01,0.76
4550.50,48.76,0.27,1860.68,1926.43,-0.13,2.94,5.52,0.00,1.00,0.78,0.46,0.33,0.05,0.08,0.35,0.02,0.02,0.87,0.11,41.87,0.73
4551.00,49.97,15.19,1793.15,1360.25,0.24,2.86,5.28,0.03,1.00,0.80,0.22,0.55,0.03,0.06,0.33,0.05,0.05,0.90,0.25,11.43,0.15
4551.50,89.07,7.33,1146.15,556.20,0.08,2.02,8.77,0.02,1.00,0.65,0.52,0.58,0.07,0.03,0.14,0.00,0.09,0.32,0.09,24.56,0.89
4552.00,88.70,10.48,853.19,624.66,0.34,2.71,9.57,0.09,1.00,0.61,0.46,0.30,0.01,0.07,0.33,0.04,0.01,0.50,0.22,24.46,0.87
4552.50,65.22,4.97,379.89,118.30,0.36,2.44,2.77,0.06,1.00,0.62,0.59,0.80,0.07,0.03,0.20,0.18,0.05,0.51,0.19,9.25,0.04
4553.00,61.64,7.11,1983.60,100.75,0.19,2.74,9.97,0.10,1.00,0.77,0.45,0.45,0.06,0.01,0.35,0.09,0.03,0.26,0.14,35.45,0.91
4553.50,33.98,9.11,1703.43,714.15,0.39,2.41,7.39,0.09,1.00,0.75,0.58,0.75,0.08,0.08,0.17,0.20,0.08,0.30,0.16,25.23,0.69
4554.00,12.60,2.63,593.13,1176.97,0.28,1.99,2.45,0.06,1.00,0.60,0.31,0.75,0.07,0.10,0.18,0.05,0.05,0.20,0.23,14.39,0.39
4554.50,66.33,0.61,445.21,1708.10,0.18,2.00,5.05,0.03,1.00,0.71,0.27,0.79,0.04,0.09,0.01,0.16,0.08,0.80,0.14,12.21,0.70
4555.00,143.45,5.56,1238.95,1331.37,0.04,2.28,9.84,0.00,1.00,0.66,0.11,0.47,0.08,0.06,0.19,0.11,0.10,0.67,0.12,32.23,0.63
4555.50,110.58,4.18,689.21,182.22,0.45,2.01,8.11,0.04,1.00,0.69,0.16,0.14,0.05,0.02,0.08,0.18,0.05,0.22,0.08,40.73,0.74
4556.00,15.44,11.10,1714.35,322.57,0.20,2.48,4.69,0.05,1.00,0.71,0.53,0.31,0.10,0.07,0.08,0.12,0.08,0.92,0.23,39.34,0.93
4556.50,103.00,1.68,1053.97,1154.21,0.14,2.81,6.07,0.08,1.00,0.76,0.23,0.43,0.02,0.09,0.04,0.18,0.04,0.85,0.07,41.46,0.45
4557.00,5.05,3.40,986.30,1843.20,0.35,2.24,5.07,0.01,1.00,0.64,0.31,0.56,0.08,0.08,0.11,0.00,0.05,0.13,0.16,34.57,0.43
4557.50,61.74,2.00,1967.20,1979.08,0.45,1.99,6.85,0.02,1.00,0.61,0.59,0.43,0.01,0.07,0.22,0.03,0.10,0.94,0.24,36.98,0.65
4558.00,14.40,1.42,777.24,1762.39,-0.13,2.69,2.03,0.04,1.00,0.62,0.33,0.35,0.02,0.08,0.02,0.13,0.06,0.50,0.04,38.23,0.17
4558.50,27.37,11.03,359.48,1417.26,0.06,2.64,6.64,0.04,1.00,0.62,0.36,0.71,0.08,0.02,0.04,0.16,0.03,0.33,0.24,43.02,0.20
4559.00,147.35,4.44,1298.13,1746.38,0.20,2.47,9.73,0.01,1.00,0.74,0.36,0.70,0.01,0.03,0.01,0.16,0.09,0.47,0.08,39.26,0.85
4559.50,125.37,0.45,917.28,1709.01,0.39,2.70,2.29,0.09,1.00,0.67,0.10,0.13,0.06,0.10,0.38,0.11,0.05,0.18,0.21,43.09,0.16
4560.00,32.82,2.05,639.72,1910.85,0.31,2.83,8.93,0.05,1.00,0.62,0.10,0.14,0.07,0.06,0.07,0.02,0.06,0.10,0.24,28.75,0.50
4560.50,144.31,13.01,600.92,439.16,0.02,2.94,9.59,0.03,1.00,0.61,0.23,0.75,0.00,0.08,0.21,0.12,0.02,0.45,0.08,17.22,0.24
4561.00,41.28,14.66,1098.07,1083.33,0.30,2.80,0.11,0.06,1.00,0.63,0.12,0.73,0.10,0.08,0.05,0.01,0.00,0.47,0.04,13.45,0.60
4561.50,3.07,15.43,570.43,1458.28,0.03,2.35,7.42,0.07,1.00,0.68,0.46,0.45,0.10,0.00,0.36,0.06,0.04,0.27,0.04,17.33,0.98
4562.00,18.09,7.08,578.96,46.04,-0.14,2.70,6.11,0.07,1.00,0.71,0.15,0.42,0.08,0.05,0.28,0.11,0.09,0.07,0.15,4.37,0.43
4562.50,21.23,13.66,209.32,294.11,-0.01,2.33,4.81,0.04,1.00,0.71,0.14,0.41,0.05,0.00,0.09,0.14,0.09,0.42,0.13,34.65,0.69
4563.00,11.43,13.65,988.04,1269.92,0.41,2.15,1.83,0.06,1.00,0.65,0.12,0.23,0.02,0.04,0.27,0.06,0.07,0.15,0.22,44.50,0.79
4563.50,120.15,4.77,1230.23,1741.91,0.27,2.26,1.04,0.01,1.00,0.71,0.33,0.48,0.06,0.04,0.35,0.02,0.01,0.26,0.09,33.30,0.25
4564.00,46.38,0.40,1369.30,1541.18,0.30,2.59,0.32,0.07,1.00,0.62,0.55,0.73,0.04,0.01,0.01,0.03,0.03,0.04,0.01,49.75,0.03
4564.50,1.84,12.17,1264.49,1831.22,0.25,1.97,4.85,0.04,1.00,0.65,0.23,0.42,0.05,0.05,0.25,0.19,0.07,0.34,0.21,25.00,0.08
4565.00,121.36,15.24,1270.80,69.39,0.32,2.20,2.89,0.04,1.00,0.80,0.58,0.52,0.01,0.01,0.16,0.17,0.03,0.83,0.04,39.23,0.10
4565.50,74.75,7.54,1454.20,31.15,0.27,2.81,5.58,0.03,1.00,0.77,0.52,0.10,0.04,0.08,0.11,0.01,0.05,0.53,0.13,9.71,0.27
4566.00,112.53,0.37,928.48,1411.76,-0.09,2.26,7.84,0.00,1.00,0.63,0.32,0.65,0.07,0.02,0.25,0.09,0.06,0.11,0.11,0.36,0.33
4566.50,63.88,9.79,1109.56,845.48,-0.13,2.76,9.35,0.03,1.00,0.60,0.15,0.21,0.02,0.08,0.29,0.03,0.09,0.88,0.15,15.18,0.27
4567.00,37.02,13.87,1387.41,1315.76,0.31,2.94,7.83,0.01,1.00,0.71,0.56,0.72,0.05,0.06,0.20,0.13,0.06,0.52,0.12,47.49,0.74
4567.50,12.45,14.26,97.00,1923.55,0.23,2.24,6.27,0.05,1.00,0.74,0.21,0.38,0.04,0.09,0.34,0.16,0.06,0.93,0.25,6.72,0.62
4568.00,137.88,4.65,163.81,1586.59,-0.08,2.50,5.45,0.08,1.00,0.69,0.23,0.33,0.08,0.09,0.33,0.17,0.06,0.62,0.02,19.77,0.55
4568.50,81.46,2.69,680.32,1397.63,0.10,2.01,0.92,0.08,1.00,0.71,0.57,0.68,0.06,0.09,0.21,0.13,0.06,0.31,0.14,35.58,0.84
4569.00,92.82,6.49,196.97,597.22,0.28,2.87,2.46,0.06,1.00,0.63,0.22,0.55,0.00,0.05,0.38,0.12,0.02,0.97,0.14,28.89,0.82
4569.50,144.31,14.63,985.97,383.71,0.43,2.62,7.20,0.05,1.00,0.74,0.50,0.58,0.02,0.04,0.07,0.19,0.03,0.49,0.15,43.67,0.93
4570.00,99.90,9.61,717.92,1310.54,0.28,2.05,7.62,0.08,1.00,0.73,0.19,0.48,0.03,0.01,0.30,0.08,0.07,0.42,0.12,40.24,0.78
4570.50,29.24,11.91,1381.50,1441.11,0.15,2.09,9.95,0.00,1.00,0.66,0.42,0.10,0.02,0.04,0.39,0.10,0.01,0.22,0.24,30.70,0.62
4571.00,136.48,6.60,1637.06,860.51,-0.01,2.27,1.29,0.01,1.00,0.61,0.43,0.54,0.06,0.08,0.31,0.06,0.09,0.44,0.06,44.90,0.14
4571.50,81.75,1.57,1383.62,230.81,0.03,2.83,2.89,0.03,1.00,0.61,0.28,0.76,0.06,0.05,0.05,0.12,0.03,0.80,0.14,7.17,0.66
4572.00,2.80,7.15,1186.49,928.28,0.16,2.88,5.83,0.02,1.00,0.61,0.39,0.17,0.03,0.09,0.01,0.06,0.03,0.66,0.25,27.21,0.15
4572.50,46.90,3.91,1298.74,22.41,0.28,2.36,0.33,0.01,1.00,0.78,0.51,0.44,0.00,0.04,0.28,0.05,0.02,0.68,0.19,33.02,0.02
4573.00,111.95,12.37,993.68,575.81,0.41,2.65,4.46,0.08,1.00,0.65,0.45,0.74,0.01,0.10,0.39,0.14,0.02,0.48,0.10,26.85,0.92
4573.50,88.11,11.63,110.36,797.06,0.22,2.36,4.94,0.05,1.00,0.80,0.35,0.50,0.01,0.02,0.39,0.11,0.02,0.50,0.08,13.55,0.53
4574.00,80.64,15.45,1900.73,287.41,0.40,2.63,4.93,0.10,1.00,0.62,0.49,0.54,0.03,0.07,0.24,0.01,0.02,0.35,0.11,46.16,0.58
4574.50,58.22,3.94,1761.57,1117.97,0.11,1.96,9.96,0.01,1.00,0.79,0.51,0.15,0.07,0.05,0.37,0.07,0.06,0.46,0.11,23.76,0.09
4575.00,53.37,14.77,1717.74,1460.03,0.42,2.14,8.13,0.09,1.00,0.65,0.51,0.19,0.03,0.06,0.02,0.18,0.05,0.66,0.09,43.24,0.58
4575.50,27.21,1.88,983.32,112.63,0.08,2.24,8.53,0.07,1.00,0.78,0.56,0.18,0.07,0.08,0.29,0.03,0.06,0.17,0.02,18.93,0.88
4576.00,19.52,14.55,1529.46,1728.79,0.11,2.44,8.06,0.01,1.00,0.76,0.57,0.56,0.10,0.10,0.39,0.07,0.03,0.84,0.04,45.38,0.57
4576.50,134.45,10.82,28.05,688.39,0.38,2.83,9.91,0.08,1.00,0.79,0.49,0.41,0.09,0.05,0.28,0.12,0.06,0.64,0.00,15.89,0.17
4577.00,18.10,15.75,1285.69,1271.46,0.10,2.55,3.22,0.01,1.00,0.76,0.31,0.25,0.08,0.01,0.29,0.05,0.04,0.35,0.14,48.52,0.42
4577.50,147.43,9.95,1157.99,1010.77,0.11,2.43,9.41,0.08,1.00,0.76,0.19,0.66,0.04,0.01,0.24,0.07,0.09,0.11,0.16,1.66,0.60
4578.00,12.80,1.07,1347.90,941.29,0.24,2.41,5.06,0.03,1.00,0.67,0.15,0.52,0.08,0.08,0.14,0.04,0.09,0.28,0.23,40.31,0.69
4578.50,9.03,11.75,1181.01,1812.21,0.37,2.87,2.44,0.08,1.00,0.80,0.53,0.71,0.01,0.05,0.09,0.05,0.02,0.53,0.22,31.60,0.55
4579.00,69.97,14.18,1522.23,737.59,0.21,2.51,4.98,0.02,1.00,0.64,0.58,0.77,0.01,0.05,0.36,0.12,0.04,0.22,0.20,21.87,0.27
4579.50,28.84,14.52,1412.38,1652.59,0.14,2.93,9.15,0.05,1.00,0.77,0.27,0.23,0.06,0.04,0.24,0.09,0.07,0.22,0.17,2.53,0.46
4580.00,115.58,11.37,1026.79,1996.03,0.14,2.54,7.15,0.00,1.00,0.64,0.53,0.37,0.09,0.05,0.27,0.03,0.02,0.41,0.17,41.85,0.94
4580.50,33.10,3.74,17.83,1230.20,0.02,2.06,5.79,0.07,1.00,0.80,0.45,0.62,0.00,0.10,0.02,0.15,0.01,0.97,0.08,14.49,0.46
4581.00,108.70,11.54,385.97,1489.70,0.08,2.70,8.82,0.06,1.00,0.66,0.26,0.29,0.04,0.03,0.18,0.09,0.05,0.81,0.22,41.69,0.90
4581.50,32.68,11.69,1303.55,657.70,0.34,2.68,0.92,0.07,1.00,0.68,0.41,0.77,0.03,0.03,0.37,0.00,0.04,0.41,0.08,35.92,0.03
4582.00,16.70,8.43,556.17,1919.79,-0.07,2.60,9.25,0.03,1.00,0.68,0.16,0.21,0.00,0.01,0.11,0.17,0.05,0.48,0.03,15.22,0.38
4582.50,148.22,3.12,850.91,1686.10,0.18,2.68,0.39,0.07,1.00,0.78,0.21,0.74,0.02,0.01,0.31,0.06,0.05,0.69,0.21,30.96,0.52
4583.00,95.68,11.01,1681.87,1111.20,0.35,2.83,5.41,0.03,1.00,0.67,0.57,0.61,0.01,0.00,0.27,0.01,0.06,0.52,0.20,14.45,0.45
4583.50,102.84,7.25,1620.48,1077.81,-0.01,2.73,7.50,0.05,1.00,0.74,0.55,0.13,0.09,0.02,0.12,0.04,0.00,0.43,0.22,15.85,0.66
4584.00,88.09,14.05,1161.36,1863.35,0.38,2.62,0.59,0.02,1.00,0.79,0.41,0.15,0.03,0.02,0.00,0.20,0.08,0.97,0.18,43.41,0.91
4584.50,72.37,13.36,1174.87,212.94,0.00,2.40,4.91,0.02,1.00,0.75,0.22,0.37,0.05,0.09,0.28,0.02,0.09,0.93,0.13,44.11,0.24
4585.00,87.30,14.36,984.54,987.58,0.38,2.43,1.72,0.05,1.00,0.74,0.38,0.51,0.01,0.10,0.09,0.05,0.09,0.72,0.10,0.99,0.87
4585.50,15.47,13.87,1336.73,1078.24,0.41,2.07,5.96,0.04,1.00,0.69,0.58,0.44,0.03,0.03,0.19,0.01,0.04,0.06,0.01,31.30,0.45
4586.00,81.53,3.37,720.22,229.83,-0.14,2.44,2.25,0.06,1.00,0.62,0.59,0.56,0.02,0.02,0.07,0.11,0.09,0.25,0.02,16.41,0.23
4586.50,124.30,8.72,1603.73,97.02,0.32,2.54,5.54,0.06,1.00,0.74,0.11,0.60,0.02,0.10,0.23,0.07,0.04,0.82,0.08,45.73,0.26
4587.00,46.37,6.97,440.50,1782.12,-0.02,2.06,5.58,0.09,1.00,0.76,0.34,0.46,0.07,0.05,0.35,0.15,0.03,0.89,0.17,5.11,0.28
4587.50,128.50,8.57,497.13,1126.32,-0.11,2.70,5.12,0.03,1.00,0.78,0.52,0.42,0.04,0.07,0.36,0.10,0.09,0.87,0.10,35.18,0.79
4588.00,100.77,12.90,1892.28,738.94,0.07,2.33,2.51,0.07,1.00,0.63,0.45,0.51,0.05,0.07,0.20,0.14,0.08,0.50,0.08,39.84,0.11
4588.50,68.19,9.93,1718.59,1639.92,0.07,2.05,4.69,0.09,1.00,0.65,0.28,0.14,0.10,0.06,0.31,0.19,0.06,0.70,0.12,19.38,0.21
4589.00,41.09,4.90,1407.61,1734.15,0.34,2.52,2.76,0.10,1.00,0.73,0.13,0.24,0.09,0.08,0.35,0.18,0.03,0.50,0.08,15.30,0.90
4589.50,25.68,9.01,1912.90,962.52,0.39,2.93,4.95,0.00,1.00,0.71,0.43,0.19,0.04,0.03,0.15,0.05,0.03,0.36,0.21,7.61,0.13
4590.00,35.63,6.25,930.60,1361.86,0.18,2.18,8.46,0.01,1.00,0.74,0.16,0.71,0.06,0.03,0.24,0.04,0.04,0.62,0.11,28.25,0.99
4590.50,28.06,2.90,65.18,1535.47,0.02,2.80,2.39,0.09,1.00,0.77,0.47,0.73,0.04,0.10,0.33,0.11,0.09,0.74,0.12,37.40,0.50
4591.00,6.21,13.27,1674.73,1551.23,0.33,2.18,1.12,0.04,1.00,0.63,0.57,0.66,0.02,0.02,0.36,0.11,0.08,0.24,0.19,40.18,0.72
4591.50,70.11,0.96,944.70,995.01,0.13,2.77,0.13,0.04,1.00,0.68,0.50,0.40,0.05,0.07,0.36,0.04,0.05,0.97,0.21,49.67,0.71
4592.00,18.14,5.80,1489.96,1133.60,0.45,2.77,1.09,0.07,1.00,0.69,0.46,0.57,0.10,0.06,0.33,0.17,0.07,0.24,0.02,8.39,0.19
4592.50,37.19,4.83,776.64,659.61,0.03,2.41,1.61,0.02,1.00,0.68,0.25,0.73,0.03,0.07,0.23,0.00,0.09,0.69,0.06,15.88,0.53
4593.00,76.75,8.53,920.58,1313.73,0.35,2.26,1.96,0.03,1.00,0.77,0.33,0.42,0.10,0.03,0.09,0.06,0.04,0.55,0.16,12.77,0.99
4593.50,138.57,15.19,330.04,151.87,0.39,2.17,4.45,0.07,1.00,0.62,0.34,0.45,0.03,0.10,0.13,0.06,0.04,0.31,0.16,11.29,0.36
4594.00,141.14,10.82,1188.40,396.54,0.38,2.07,5.55,0.00,1.00,0.62,0.16,0.43,0.04,0.06,0.34,0.07,0.08,0.39,0.02,48.12,0.46
4594.50,18.73,6.95,1627.32,681.37,-0.01,2.38,0.07,0.06,1.00,0.80,0.15,0.80,0.02,0.06,0.36,0.08,0.02,0.15,0.04,15.64,0.91
4595.00,93.87,4.84,1511.89,484.97,0.36,2.83,3.91,0.03,1.00,0.79,0.35,0.75,0.04,0.07,0.05,0.19,0.01,0.06,0.03,42.13,0.44
4595.50,7.70,10.16,999.04,111.33,0.32,2.10,1.51,0.10,1.00,0.64,0.10,0.65,0.05,0.00,0.22,0.12,0.08,0.90,0.17,7.13,0.56
4596.00,119.68,2.69,1278.70,1699.71,-0.00,2.04,9.52,0.08,1.00,0.68,0.18,0.46,0.07,0.09,0.18,0.09,0.03,0.72,0.13,0.96,0.03
4596.50,21.15,15.09,1288.36,1392.05,0.21,2.38,0.97,0.07,1.00,0.75,0.16,0.21,0.07,0.10,0.34,0.16,0.09,0.16,0.19,16.61,0.38
4597.00,69.55,6.37,859.31,619.30,0.24,2.52,3.37,0.07,1.00,0.61,0.37,0.44,0.08,0.04,0.39,0.13,0.06,0.22,0.02,43.79,0.34
4597.50,37.31,9.72,830.54,1698.41,-0.15,2.04,5.58,0.08,1.00,0.67,0.22,0.59,0.02,0.02,0.11,0.19,0.03,0.56,0.11,40.64,0.62
4598.00,134.05,2.36,368.76,667.81,-0.01,2.22,3.03,0.05,1.00,0.64,0.38,0.23,0.07,0.09,0.09,0.17,0.02,0.89,0.05,48.31,0.54
4598.50,4.26,9.17,1252.96,31.70,0.19,2.29,4.05,0.02,1.00,0.67,0.25,0.23,0.10,0.01,0.12,0.13,0.02,0.20,0.18,46.38,0.03
4599.00,44.57,6.58,1367.59,1051.32,0.19,2.44,6.76,0.01,1.00,0.66,0.10,0.39,0.02,0.10,0.03,0.17,0.05,0.79,0.00,0.42,0.82
4599.50,139.85,10.87,878.75,1804.30,0.10,2.07,1.32,0.05,1.00,0.68,0.28,0.35,0.03,0.06,0.21,0.12,0.02,0.33,0.20,1.85,0.55
4600.00,34.97,6.51,57.32,231.44,0.37,2.44,5.35,0.06,1.00,0.70,0.18,0.49,0.09,0.06,0.22,0.15,0.00,0.61,0.04,6.58,0.85
4600.50,110.74,4.63,157.62,1209.45,-0.06,2.90,2.88,0.06,1.00,0.66,0.24,0.29,0.10,0.05,0.07,0.02,0.08,0.71,0.24,10.15,0.73
4601.00,143.47,6.80,451.51,266.28,0.29,2.67,1.73,0.03,1.00,0.75,0.37,0.80,0.07,0.08,0.37,0.18,0.08,0.57,0.19,34.64,0.46
4601.50,6.34,1.63,814.59,1304.60,0.37,2.75,6.54,0.03,1.00,0.78,0.15,0.31,0.04,0.05,0.21,0.10,0.10,0.81,0.24,13.25,0.34
